REF_DATE,GEO,Products_and_product_groups,VALUE,Percent_Change
NOV2010,Alberta,"Household operations, furnishings and equipment",108.8,-0.8
NOV2010,Alberta,Clothing and footwear,95.1,-4.3
NOV2010,Alberta,Transportation,119.5,2.1
NOV2010,Alberta,Health and personal care,121.9,1.6
NOV2010,Alberta,"Recreation, education and reading",104.8,-1.0
NOV2010,Alberta,Alcoholic beverages and tobacco products,134.5,0.7
NOV2010,Alberta,Energy,137.8,-4.6
DEC2010,Alberta,All-items,122.9,0.8
DEC2010,Alberta,Food,122,1.1
DEC2010,Alberta,Shelter,149.1,1.2
DEC2010,Alberta,"Household operations, furnishings and equipment",107.8,0.4
DEC2010,Alberta,Clothing and footwear,91.9,-4.4
DEC2010,Alberta,Transportation,120.4,3.0
DEC2010,Alberta,Health and personal care,122.1,1.6
DEC2010,Alberta,"Recreation, education and reading",104.3,-0.9
DEC2010,Alberta,Alcoholic beverages and tobacco products,134,0.5
DEC2010,Alberta,Energy,147.5,4.6
JAN2011,Alberta,All-items,123.5,1.0
JAN2011,Alberta,Food,123.3,1.9
JAN2011,Alberta,Shelter,149.2,0.5
JAN2011,Alberta,"Household operations, furnishings and equipment",108.1,0.5
JAN2011,Alberta,Clothing and footwear,92.8,-3.4
JAN2011,Alberta,Transportation,122.4,3.0
JAN2011,Alberta,Health and personal care,122,1.8
JAN2011,Alberta,"Recreation, education and reading",103.3,-0.1
JAN2011,Alberta,Alcoholic beverages and tobacco products,134.6,0.9
JAN2011,Alberta,Energy,151.8,2.4
FEB2011,Alberta,All-items,124.2,1.2
FEB2011,Alberta,Food,123.1,1.1
FEB2011,Alberta,Shelter,151.1,2.0
FEB2011,Alberta,"Household operations, furnishings and equipment",108.6,1.6
FEB2011,Alberta,Clothing and footwear,94.1,-2.0
FEB2011,Alberta,Transportation,121.9,3.4
FEB2011,Alberta,Health and personal care,122.9,2.5
FEB2011,Alberta,"Recreation, education and reading",104.9,-2.8
FEB2011,Alberta,Alcoholic beverages and tobacco products,134,0.4
FEB2011,Alberta,Energy,158.1,9.4
MAR2011,Alberta,All-items,124.5,2.0
MAR2011,Alberta,Food,124.6,1.9
MAR2011,Alberta,Shelter,148.5,1.2
MAR2011,Alberta,"Household operations, furnishings and equipment",109.1,2.1
MAR2011,Alberta,Clothing and footwear,97,-0.7
MAR2011,Alberta,Transportation,124.2,5.6
MAR2011,Alberta,Health and personal care,122.7,2.7
MAR2011,Alberta,"Recreation, education and reading",104.9,-0.4
MAR2011,Alberta,Alcoholic beverages and tobacco products,134.1,0.4
MAR2011,Alberta,Energy,156.4,10.5
APR2011,Alberta,All-items,126,3.0
APR2011,Alberta,Food,124.8,2.3
APR2011,Alberta,Shelter,153.6,5.7
APR2011,Alberta,"Household operations, furnishings and equipment",108.1,0.3
APR2011,Alberta,Clothing and footwear,94,-4.8
APR2011,Alberta,Transportation,126.2,6.1
APR2011,Alberta,Health and personal care,123.5,2.0
APR2011,Alberta,"Recreation, education and reading",105.4,-0.5
APR2011,Alberta,Alcoholic beverages and tobacco products,134.2,0.4
APR2011,Alberta,Energy,176.7,28.9
MAY2011,Alberta,All-items,126.1,2.8
MAY2011,Alberta,Food,125.3,3.0
MAY2011,Alberta,Shelter,149.3,2.5
MAY2011,Alberta,"Household operations, furnishings and equipment",108.1,-0.1
MAY2011,Alberta,Clothing and footwear,95.8,-1.5
MAY2011,Alberta,Transportation,129.1,7.0
MAY2011,Alberta,Health and personal care,124.3,2.6
MAY2011,Alberta,"Recreation, education and reading",107.2,0.8
MAY2011,Alberta,Alcoholic beverages and tobacco products,135.1,1.2
MAY2011,Alberta,Energy,169.1,21.7
JUN2011,Alberta,All-items,125.3,2.1
JUN2011,Alberta,Food,125.8,3.4
JUN2011,Alberta,Shelter,150.4,2.0
JUN2011,Alberta,"Household operations, furnishings and equipment",109.1,1.5
JUN2011,Alberta,Clothing and footwear,92.1,-3.1
JUN2011,Alberta,Transportation,124,4.1
JUN2011,Alberta,Health and personal care,124.7,2.5
JUN2011,Alberta,"Recreation, education and reading",107.1,0.4
JUN2011,Alberta,Alcoholic beverages and tobacco products,135.2,1.0
JUN2011,Alberta,Energy,164.9,17.1
JUL2011,Alberta,All-items,125.7,1.9
JUL2011,Alberta,Food,126.1,3.1
JUL2011,Alberta,Shelter,152.8,2.1
JUL2011,Alberta,"Household operations, furnishings and equipment",109.1,1.4
JUL2011,Alberta,Clothing and footwear,91.8,-2.7
JUL2011,Alberta,Transportation,123.2,4.4
JUL2011,Alberta,Health and personal care,124,1.4
JUL2011,Alberta,"Recreation, education and reading",107.9,0.4
JUL2011,Alberta,Alcoholic beverages and tobacco products,135.1,0.9
JUL2011,Alberta,Energy,170.3,14.1
AUG2011,Alberta,All-items,126.3,2.9
AUG2011,Alberta,Food,126.3,3.6
AUG2011,Alberta,Shelter,154.8,4.7
AUG2011,Alberta,"Household operations, furnishings and equipment",109.5,1.8
AUG2011,Alberta,Clothing and footwear,91.2,-3.9
AUG2011,Alberta,Transportation,123.8,4.9
AUG2011,Alberta,Health and personal care,126,2.9
AUG2011,Alberta,"Recreation, education and reading",107.1,0.3
AUG2011,Alberta,Alcoholic beverages and tobacco products,135.3,1.5
AUG2011,Alberta,Energy,176,21.3
SEP2011,Alberta,All-items,126,2.8
SEP2011,Alberta,Food,126.6,4.5
SEP2011,Alberta,Shelter,150.2,1.6
SEP2011,Alberta,"Household operations, furnishings and equipment",110.3,2.9
SEP2011,Alberta,Clothing and footwear,95.5,-1.1
SEP2011,Alberta,Transportation,125.1,5.9
SEP2011,Alberta,Health and personal care,126.4,3.3
SEP2011,Alberta,"Recreation, education and reading",106.8,0.2
SEP2011,Alberta,Alcoholic beverages and tobacco products,135.5,1.5
SEP2011,Alberta,Energy,163.1,13.1
OCT2011,Alberta,All-items,127.2,3.4
OCT2011,Alberta,Food,126.4,3.8
OCT2011,Alberta,Shelter,155.7,5.4
OCT2011,Alberta,"Household operations, furnishings and equipment",110.3,1.7
OCT2011,Alberta,Clothing and footwear,97.4,-1.0
OCT2011,Alberta,Transportation,125.6,5.6
OCT2011,Alberta,Health and personal care,126.2,2.9
OCT2011,Alberta,"Recreation, education and reading",105.2,-0.6
OCT2011,Alberta,Alcoholic beverages and tobacco products,135.7,1.5
OCT2011,Alberta,Energy,176.5,25.5
NOV2011,Alberta,All-items,126.6,3.2
NOV2011,Alberta,Food,127,3.8
NOV2011,Alberta,Shelter,153,4.0
NOV2011,Alberta,"Household operations, furnishings and equipment",110,1.1
NOV2011,Alberta,Clothing and footwear,94.1,-1.1
NOV2011,Alberta,Transportation,126.8,6.1
NOV2011,Alberta,Health and personal care,126.8,4.0
NOV2011,Alberta,"Recreation, education and reading",104.4,-0.4
NOV2011,Alberta,Alcoholic beverages and tobacco products,135.8,1.0
NOV2011,Alberta,Energy,163.5,18.7
DEC2011,Alberta,All-items,126.5,2.9
DEC2011,Alberta,Food,127.4,4.4
DEC2011,Alberta,Shelter,156.6,5.0
DEC2011,Alberta,"Household operations, furnishings and equipment",109.5,1.6
DEC2011,Alberta,Clothing and footwear,90.7,-1.3
DEC2011,Alberta,Transportation,123.9,2.9
DEC2011,Alberta,Health and personal care,126.6,3.7
DEC2011,Alberta,"Recreation, education and reading",104.1,-0.2
DEC2011,Alberta,Alcoholic beverages and tobacco products,135.9,1.4
DEC2011,Alberta,Energy,171,15.9
JAN2012,Alberta,All-items,127.1,2.9
JAN2012,Alberta,Food,128,3.8
JAN2012,Alberta,Shelter,157.5,5.6
JAN2012,Alberta,"Household operations, furnishings and equipment",109.7,1.5
JAN2012,Alberta,Clothing and footwear,92.2,-0.6
JAN2012,Alberta,Transportation,125.6,2.6
JAN2012,Alberta,Health and personal care,126.4,3.6
JAN2012,Alberta,"Recreation, education and reading",102.7,-0.6
JAN2012,Alberta,Alcoholic beverages and tobacco products,136.1,1.1
JAN2012,Alberta,Energy,173.8,14.5
FEB2012,Alberta,All-items,126.6,1.9
FEB2012,Alberta,Food,127.8,3.8
FEB2012,Alberta,Shelter,155.1,2.6
FEB2012,Alberta,"Household operations, furnishings and equipment",110.1,1.4
FEB2012,Alberta,Clothing and footwear,90.7,-3.6
FEB2012,Alberta,Transportation,125.4,2.9
FEB2012,Alberta,Health and personal care,126.8,3.2
FEB2012,Alberta,"Recreation, education and reading",103.6,-1.2
FEB2012,Alberta,Alcoholic beverages and tobacco products,137.6,2.7
FEB2012,Alberta,Energy,169.3,7.1
MAR2012,Alberta,All-items,126.6,1.7
MAR2012,Alberta,Food,127.2,2.1
MAR2012,Alberta,Shelter,150.5,1.3
MAR2012,Alberta,"Household operations, furnishings and equipment",110.4,1.2
MAR2012,Alberta,Clothing and footwear,95.9,-1.1
MAR2012,Alberta,Transportation,127.8,2.9
MAR2012,Alberta,Health and personal care,127.6,4.0
MAR2012,Alberta,"Recreation, education and reading",104.9,0.0
MAR2012,Alberta,Alcoholic beverages and tobacco products,137.8,2.8
MAR2012,Alberta,Energy,161.5,3.3
APR2012,Alberta,All-items,127,0.8
APR2012,Alberta,Food,126.7,1.5
APR2012,Alberta,Shelter,149.9,-2.4
APR2012,Alberta,"Household operations, furnishings and equipment",110.3,2.0
APR2012,Alberta,Clothing and footwear,95.8,1.9
APR2012,Alberta,Transportation,130.2,3.2
APR2012,Alberta,Health and personal care,128.1,3.7
APR2012,Alberta,"Recreation, education and reading",105.5,0.1
APR2012,Alberta,Alcoholic beverages and tobacco products,137.9,2.8
APR2012,Alberta,Energy,161.1,-8.8
MAY2012,Alberta,All-items,126.6,0.4
MAY2012,Alberta,Food,127.6,1.8
MAY2012,Alberta,Shelter,147.9,-0.9
MAY2012,Alberta,"Household operations, furnishings and equipment",110.4,2.1
MAY2012,Alberta,Clothing and footwear,95,-0.8
MAY2012,Alberta,Transportation,128.9,-0.2
MAY2012,Alberta,Health and personal care,127.9,2.9
MAY2012,Alberta,"Recreation, education and reading",107,-0.2
MAY2012,Alberta,Alcoholic beverages and tobacco products,138.3,2.4
MAY2012,Alberta,Energy,152.3,-9.9
JUN2012,Alberta,All-items,126.9,1.3
JUN2012,Alberta,Food,128,1.7
JUN2012,Alberta,Shelter,150.8,0.3
JUN2012,Alberta,"Household operations, furnishings and equipment",110.8,1.6
JUN2012,Alberta,Clothing and footwear,92,-0.1
JUN2012,Alberta,Transportation,127.3,2.7
JUN2012,Alberta,Health and personal care,128,2.6
JUN2012,Alberta,"Recreation, education and reading",107,-0.1
JUN2012,Alberta,Alcoholic beverages and tobacco products,138.4,2.4
JUN2012,Alberta,Energy,161.2,-2.2
JUL2012,Alberta,All-items,126.8,0.9
JUL2012,Alberta,Food,129.3,2.5
JUL2012,Alberta,Shelter,151.4,-0.9
JUL2012,Alberta,"Household operations, furnishings and equipment",111,1.7
JUL2012,Alberta,Clothing and footwear,90.5,-1.4
JUL2012,Alberta,Transportation,125.4,1.8
JUL2012,Alberta,Health and personal care,127.6,2.9
JUL2012,Alberta,"Recreation, education and reading",107.9,0.0
JUL2012,Alberta,Alcoholic beverages and tobacco products,138.6,2.6
JUL2012,Alberta,Energy,160.8,-5.6
AUG2012,Alberta,All-items,127.6,1.0
AUG2012,Alberta,Food,129.4,2.5
AUG2012,Alberta,Shelter,153.8,-0.6
AUG2012,Alberta,"Household operations, furnishings and equipment",110.8,1.2
AUG2012,Alberta,Clothing and footwear,90.6,-0.7
AUG2012,Alberta,Transportation,126.3,2.0
AUG2012,Alberta,Health and personal care,128.4,1.9
AUG2012,Alberta,"Recreation, education and reading",108.1,0.9
AUG2012,Alberta,Alcoholic beverages and tobacco products,138.8,2.6
AUG2012,Alberta,Energy,169.7,-3.6
SEP2012,Alberta,All-items,127.8,1.4
SEP2012,Alberta,Food,128.3,1.3
SEP2012,Alberta,Shelter,152.6,1.6
SEP2012,Alberta,"Household operations, furnishings and equipment",111.5,1.1
SEP2012,Alberta,Clothing and footwear,94.9,-0.6
SEP2012,Alberta,Transportation,127.7,2.1
SEP2012,Alberta,Health and personal care,127.9,1.2
SEP2012,Alberta,"Recreation, education and reading",107.9,1.0
SEP2012,Alberta,Alcoholic beverages and tobacco products,138.4,2.1
SEP2012,Alberta,Energy,169.3,3.8
OCT2012,Alberta,All-items,128,0.6
OCT2012,Alberta,Food,128,1.3
OCT2012,Alberta,Shelter,153.8,-1.2
OCT2012,Alberta,"Household operations, furnishings and equipment",111.8,1.4
OCT2012,Alberta,Clothing and footwear,97.1,-0.3
OCT2012,Alberta,Transportation,127.8,1.8
OCT2012,Alberta,Health and personal care,128.3,1.7
OCT2012,Alberta,"Recreation, education and reading",106.1,0.9
OCT2012,Alberta,Alcoholic beverages and tobacco products,138.4,2.0
OCT2012,Alberta,Energy,167.8,-4.9
NOV2012,Alberta,All-items,127.3,0.6
NOV2012,Alberta,Food,128.8,1.4
NOV2012,Alberta,Shelter,153.2,0.1
NOV2012,Alberta,"Household operations, furnishings and equipment",112.3,2.1
NOV2012,Alberta,Clothing and footwear,93.9,-0.2
NOV2012,Alberta,Transportation,125.7,-0.9
NOV2012,Alberta,Health and personal care,128,0.9
NOV2012,Alberta,"Recreation, education and reading",105.2,0.8
NOV2012,Alberta,Alcoholic beverages and tobacco products,138.6,2.1
NOV2012,Alberta,Energy,156.3,-4.4
DEC2012,Alberta,All-items,126.5,0.0
DEC2012,Alberta,Food,128.5,0.9
DEC2012,Alberta,Shelter,153.3,-2.1
DEC2012,Alberta,"Household operations, furnishings and equipment",111.6,1.9
DEC2012,Alberta,Clothing and footwear,91.1,0.4
DEC2012,Alberta,Transportation,124.3,0.3
DEC2012,Alberta,Health and personal care,127.7,0.9
DEC2012,Alberta,"Recreation, education and reading",104.6,0.5
DEC2012,Alberta,Alcoholic beverages and tobacco products,137.5,1.2
DEC2012,Alberta,Energy,155.2,-9.2
JAN2013,Alberta,All-items,126.5,-0.5
JAN2013,Alberta,Food,129.8,1.4
JAN2013,Alberta,Shelter,154.4,-2.0
JAN2013,Alberta,"Household operations, furnishings and equipment",111.4,1.5
JAN2013,Alberta,Clothing and footwear,90,-2.4
JAN2013,Alberta,Transportation,123.3,-1.8
JAN2013,Alberta,Health and personal care,127.8,1.1
JAN2013,Alberta,"Recreation, education and reading",103.5,0.8
JAN2013,Alberta,Alcoholic beverages and tobacco products,138.8,2.0
JAN2013,Alberta,Energy,151.8,-12.7
FEB2013,Alberta,All-items,127.7,0.9
FEB2013,Alberta,Food,130.4,2.0
FEB2013,Alberta,Shelter,153.9,-0.8
FEB2013,Alberta,"Household operations, furnishings and equipment",112,1.7
FEB2013,Alberta,Clothing and footwear,90.4,-0.3
FEB2013,Alberta,Transportation,127.6,1.8
FEB2013,Alberta,Health and personal care,127.6,0.6
FEB2013,Alberta,"Recreation, education and reading",104.8,1.2
FEB2013,Alberta,Alcoholic beverages and tobacco products,139,1.0
FEB2013,Alberta,Energy,161.3,-4.7
MAR2013,Alberta,All-items,128.1,1.2
MAR2013,Alberta,Food,130,2.2
MAR2013,Alberta,Shelter,153.7,2.1
MAR2013,Alberta,"Household operations, furnishings and equipment",112.3,1.7
MAR2013,Alberta,Clothing and footwear,96.1,0.2
MAR2013,Alberta,Transportation,127.4,-0.3
MAR2013,Alberta,Health and personal care,126.9,-0.5
MAR2013,Alberta,"Recreation, education and reading",105,0.1
MAR2013,Alberta,Alcoholic beverages and tobacco products,139.3,1.1
MAR2013,Alberta,Energy,161.2,-0.2
APR2013,Alberta,All-items,128.7,1.3
APR2013,Alberta,Food,130.4,2.9
APR2013,Alberta,Shelter,156.3,4.3
APR2013,Alberta,"Household operations, furnishings and equipment",112.7,2.2
APR2013,Alberta,Clothing and footwear,96,0.2
APR2013,Alberta,Transportation,126.8,-2.6
APR2013,Alberta,Health and personal care,128,-0.1
APR2013,Alberta,"Recreation, education and reading",105.4,-0.1
APR2013,Alberta,Alcoholic beverages and tobacco products,139.6,1.2
APR2013,Alberta,Energy,166.6,3.4
MAY2013,Alberta,All-items,129.5,2.3
MAY2013,Alberta,Food,131.4,3.0
MAY2013,Alberta,Shelter,156.3,5.7
MAY2013,Alberta,"Household operations, furnishings and equipment",112.8,2.2
MAY2013,Alberta,Clothing and footwear,94.8,-0.2
MAY2013,Alberta,Transportation,128.9,0.0
MAY2013,Alberta,Health and personal care,127.3,-0.5
MAY2013,Alberta,"Recreation, education and reading",107.4,0.4
MAY2013,Alberta,Alcoholic beverages and tobacco products,140,1.2
MAY2013,Alberta,Energy,171.3,12.5
JUN2013,Alberta,All-items,129.8,2.3
JUN2013,Alberta,Food,129.7,1.3
JUN2013,Alberta,Shelter,157.1,4.2
JUN2013,Alberta,"Household operations, furnishings and equipment",113,2.0
JUN2013,Alberta,Clothing and footwear,92.9,1.0
JUN2013,Alberta,Transportation,131.2,3.1
JUN2013,Alberta,Health and personal care,127.2,-0.6
JUN2013,Alberta,"Recreation, education and reading",107.8,0.7
JUN2013,Alberta,Alcoholic beverages and tobacco products,139.7,0.9
JUN2013,Alberta,Energy,180.3,11.8
JUL2013,Alberta,All-items,129.6,2.2
JUL2013,Alberta,Food,131.4,1.6
JUL2013,Alberta,Shelter,157,3.7
JUL2013,Alberta,"Household operations, furnishings and equipment",113.3,2.1
JUL2013,Alberta,Clothing and footwear,92.1,1.8
JUL2013,Alberta,Transportation,128.5,2.5
JUL2013,Alberta,Health and personal care,126.6,-0.8
JUL2013,Alberta,"Recreation, education and reading",109.1,1.1
JUL2013,Alberta,Alcoholic beverages and tobacco products,139.7,0.8
JUL2013,Alberta,Energy,173.7,8.0
AUG2013,Alberta,All-items,129.4,1.4
AUG2013,Alberta,Food,132.2,2.2
AUG2013,Alberta,Shelter,156.6,1.8
AUG2013,Alberta,"Household operations, furnishings and equipment",112.9,1.9
AUG2013,Alberta,Clothing and footwear,92.3,1.9
AUG2013,Alberta,Transportation,127.3,0.8
AUG2013,Alberta,Health and personal care,126.8,-1.2
AUG2013,Alberta,"Recreation, education and reading",109.1,0.9
AUG2013,Alberta,Alcoholic beverages and tobacco products,139.8,0.7
AUG2013,Alberta,Energy,168.5,-0.7
SEP2013,Alberta,All-items,129.5,1.3
SEP2013,Alberta,Food,131.5,2.5
SEP2013,Alberta,Shelter,157.3,3.1
SEP2013,Alberta,"Household operations, furnishings and equipment",112.8,1.2
SEP2013,Alberta,Clothing and footwear,95.7,0.8
SEP2013,Alberta,Transportation,127.6,-0.1
SEP2013,Alberta,Health and personal care,126.9,-0.8
SEP2013,Alberta,"Recreation, education and reading",107.4,-0.5
SEP2013,Alberta,Alcoholic beverages and tobacco products,140.4,1.4
SEP2013,Alberta,Energy,169.4,0.1
OCT2013,Alberta,All-items,129.3,1.0
OCT2013,Alberta,Food,130.5,2.0
OCT2013,Alberta,Shelter,156.8,2.0
OCT2013,Alberta,"Household operations, furnishings and equipment",113.5,1.5
OCT2013,Alberta,Clothing and footwear,96.2,-0.9
OCT2013,Alberta,Transportation,127.8,0.0
OCT2013,Alberta,Health and personal care,126.7,-1.2
OCT2013,Alberta,"Recreation, education and reading",106.2,0.1
OCT2013,Alberta,Alcoholic beverages and tobacco products,140.4,1.4
OCT2013,Alberta,Energy,160.8,-4.2
NOV2013,Alberta,All-items,129.5,1.7
NOV2013,Alberta,Food,131.2,1.9
NOV2013,Alberta,Shelter,158.5,3.5
NOV2013,Alberta,"Household operations, furnishings and equipment",113.4,1.0
NOV2013,Alberta,Clothing and footwear,95.9,2.1
NOV2013,Alberta,Transportation,126.8,0.9
NOV2013,Alberta,Health and personal care,126.8,-0.9
NOV2013,Alberta,"Recreation, education and reading",105.8,0.6
NOV2013,Alberta,Alcoholic beverages and tobacco products,140.4,1.3
NOV2013,Alberta,Energy,163.4,4.5
DEC2013,Alberta,All-items,129.1,2.1
DEC2013,Alberta,Food,131.1,2.0
DEC2013,Alberta,Shelter,158,3.1
DEC2013,Alberta,"Household operations, furnishings and equipment",113.3,1.5
DEC2013,Alberta,Clothing and footwear,92,1.0
DEC2013,Alberta,Transportation,127.4,2.5
DEC2013,Alberta,Health and personal care,127.1,-0.5
DEC2013,Alberta,"Recreation, education and reading",105.5,0.9
DEC2013,Alberta,Alcoholic beverages and tobacco products,139.8,1.7
DEC2013,Alberta,Energy,161.5,4.1
JAN2014,Alberta,All-items,129.9,2.7
JAN2014,Alberta,Food,132.4,2.0
JAN2014,Alberta,Shelter,160.5,4.0
JAN2014,Alberta,"Household operations, furnishings and equipment",113.5,1.9
JAN2014,Alberta,Clothing and footwear,90.9,1.0
JAN2014,Alberta,Transportation,127.9,3.7
JAN2014,Alberta,Health and personal care,127.6,-0.2
JAN2014,Alberta,"Recreation, education and reading",105.4,1.8
JAN2014,Alberta,Alcoholic beverages and tobacco products,140.6,1.3
JAN2014,Alberta,Energy,166.3,9.6
FEB2014,Alberta,All-items,130.8,2.4
FEB2014,Alberta,Food,133.2,2.1
FEB2014,Alberta,Shelter,160.7,4.4
FEB2014,Alberta,"Household operations, furnishings and equipment",113.9,1.7
FEB2014,Alberta,Clothing and footwear,90.5,0.1
FEB2014,Alberta,Transportation,129.8,1.7
FEB2014,Alberta,Health and personal care,127.5,-0.1
FEB2014,Alberta,"Recreation, education and reading",107.4,2.5
FEB2014,Alberta,Alcoholic beverages and tobacco products,142.3,2.4
FEB2014,Alberta,Energy,168.6,4.5
MAR2014,Alberta,All-items,133.1,3.9
MAR2014,Alberta,Food,134.1,3.2
MAR2014,Alberta,Shelter,166.5,8.3
MAR2014,Alberta,"Household operations, furnishings and equipment",114.4,1.9
MAR2014,Alberta,Clothing and footwear,96.2,0.1
MAR2014,Alberta,Transportation,131.8,3.5
MAR2014,Alberta,Health and personal care,127.3,0.3
MAR2014,Alberta,"Recreation, education and reading",106.9,1.8
MAR2014,Alberta,Alcoholic beverages and tobacco products,144.1,3.4
MAR2014,Alberta,Energy,194.5,20.7
APR2014,Alberta,All-items,132.2,2.7
APR2014,Alberta,Food,133.3,2.2
APR2014,Alberta,Shelter,161.5,3.3
APR2014,Alberta,"Household operations, furnishings and equipment",114.9,2.0
APR2014,Alberta,Clothing and footwear,97.2,1.3
APR2014,Alberta,Transportation,132.1,4.2
APR2014,Alberta,Health and personal care,128.4,0.3
APR2014,Alberta,"Recreation, education and reading",107.3,1.8
APR2014,Alberta,Alcoholic beverages and tobacco products,144.6,3.6
APR2014,Alberta,Energy,175.9,5.6
MAY2014,Alberta,All-items,132.8,2.5
MAY2014,Alberta,Food,134.6,2.4
MAY2014,Alberta,Shelter,162.3,3.8
MAY2014,Alberta,"Household operations, furnishings and equipment",115.1,2.0
MAY2014,Alberta,Clothing and footwear,95.4,0.6
MAY2014,Alberta,Transportation,132.2,2.6
MAY2014,Alberta,Health and personal care,128.9,1.3
MAY2014,Alberta,"Recreation, education and reading",109.4,1.9
MAY2014,Alberta,Alcoholic beverages and tobacco products,144.8,3.4
MAY2014,Alberta,Energy,177.6,3.7
JUN2014,Alberta,All-items,132.3,1.9
JUN2014,Alberta,Food,134.6,3.8
JUN2014,Alberta,Shelter,159.2,1.3
JUN2014,Alberta,"Household operations, furnishings and equipment",115.3,2.0
JUN2014,Alberta,Clothing and footwear,94.2,1.4
JUN2014,Alberta,Transportation,132.9,1.3
JUN2014,Alberta,Health and personal care,128.4,0.9
JUN2014,Alberta,"Recreation, education and reading",110.3,2.3
JUN2014,Alberta,Alcoholic beverages and tobacco products,144.5,3.4
JUN2014,Alberta,Energy,168.8,-6.4
JUL2014,Alberta,All-items,132.9,2.5
JUL2014,Alberta,Food,135,2.7
JUL2014,Alberta,Shelter,163.4,4.1
JUL2014,Alberta,"Household operations, furnishings and equipment",115.3,1.8
JUL2014,Alberta,Clothing and footwear,92.6,0.5
JUL2014,Alberta,Transportation,131.3,2.2
JUL2014,Alberta,Health and personal care,128.8,1.7
JUL2014,Alberta,"Recreation, education and reading",110.3,1.1
JUL2014,Alberta,Alcoholic beverages and tobacco products,144.6,3.5
JUL2014,Alberta,Energy,179.8,3.5
AUG2014,Alberta,All-items,132.7,2.6
AUG2014,Alberta,Food,135.1,2.2
AUG2014,Alberta,Shelter,162.2,3.6
AUG2014,Alberta,"Household operations, furnishings and equipment",116,2.7
AUG2014,Alberta,Clothing and footwear,92.5,0.2
AUG2014,Alberta,Transportation,131.3,3.1
AUG2014,Alberta,Health and personal care,128.2,1.1
AUG2014,Alberta,"Recreation, education and reading",110.8,1.6
AUG2014,Alberta,Alcoholic beverages and tobacco products,144.6,3.4
AUG2014,Alberta,Energy,173,2.7
SEP2014,Alberta,All-items,132.9,2.6
SEP2014,Alberta,Food,135,2.7
SEP2014,Alberta,Shelter,162.6,3.4
SEP2014,Alberta,"Household operations, furnishings and equipment",116.4,3.2
SEP2014,Alberta,Clothing and footwear,96.4,0.7
SEP2014,Alberta,Transportation,130.2,2.0
SEP2014,Alberta,Health and personal care,128.3,1.1
SEP2014,Alberta,"Recreation, education and reading",110.2,2.6
SEP2014,Alberta,Alcoholic beverages and tobacco products,144.8,3.1
SEP2014,Alberta,Energy,171.8,1.4
OCT2014,Alberta,All-items,133.2,3.0
OCT2014,Alberta,Food,134.8,3.3
OCT2014,Alberta,Shelter,164.6,5.0
OCT2014,Alberta,"Household operations, furnishings and equipment",117,3.1
OCT2014,Alberta,Clothing and footwear,96,-0.2
OCT2014,Alberta,Transportation,131,2.5
OCT2014,Alberta,Health and personal care,127.3,0.5
OCT2014,Alberta,"Recreation, education and reading",108.4,2.1
OCT2014,Alberta,Alcoholic beverages and tobacco products,144.9,3.2
OCT2014,Alberta,Energy,174.3,8.4
NOV2014,Alberta,All-items,132.1,2.0
NOV2014,Alberta,Food,136.3,3.9
NOV2014,Alberta,Shelter,162.6,2.6
NOV2014,Alberta,"Household operations, furnishings and equipment",117.1,3.3
NOV2014,Alberta,Clothing and footwear,93.9,-2.1
NOV2014,Alberta,Transportation,128.3,1.2
NOV2014,Alberta,Health and personal care,128.5,1.3
NOV2014,Alberta,"Recreation, education and reading",106.8,0.9
NOV2014,Alberta,Alcoholic beverages and tobacco products,145.2,3.4
NOV2014,Alberta,Energy,157.3,-3.7
DEC2014,Alberta,All-items,131.5,1.9
DEC2014,Alberta,Food,136.4,4.0
DEC2014,Alberta,Shelter,163.6,3.5
DEC2014,Alberta,"Household operations, furnishings and equipment",116.6,2.9
DEC2014,Alberta,Clothing and footwear,91.5,-0.5
DEC2014,Alberta,Transportation,125.4,-1.6
DEC2014,Alberta,Health and personal care,128.1,0.8
DEC2014,Alberta,"Recreation, education and reading",106.7,1.1
DEC2014,Alberta,Alcoholic beverages and tobacco products,145.1,3.8
DEC2014,Alberta,Energy,150.3,-6.9
JAN2015,Alberta,All-items,131,0.8
JAN2015,Alberta,Food,138.2,4.4
JAN2015,Alberta,Shelter,163.9,2.1
JAN2015,Alberta,"Household operations, furnishings and equipment",116.7,2.8
JAN2015,Alberta,Clothing and footwear,91.4,0.6
JAN2015,Alberta,Transportation,122.4,-4.3
JAN2015,Alberta,Health and personal care,128.7,0.9
JAN2015,Alberta,"Recreation, education and reading",105.4,0.0
JAN2015,Alberta,Alcoholic beverages and tobacco products,145.6,3.6
JAN2015,Alberta,Energy,138.5,-16.7
FEB2015,Alberta,All-items,132,0.9
FEB2015,Alberta,Food,138.3,3.8
FEB2015,Alberta,Shelter,162.6,1.2
FEB2015,Alberta,"Household operations, furnishings and equipment",117.8,3.4
FEB2015,Alberta,Clothing and footwear,93.2,3.0
FEB2015,Alberta,Transportation,124.3,-4.2
FEB2015,Alberta,Health and personal care,129.2,1.3
FEB2015,Alberta,"Recreation, education and reading",108.8,1.3
FEB2015,Alberta,Alcoholic beverages and tobacco products,146.4,2.9
FEB2015,Alberta,Energy,140.1,-16.9
MAR2015,Alberta,All-items,133,-0.1
MAR2015,Alberta,Food,138.3,3.1
MAR2015,Alberta,Shelter,162.3,-2.5
